Smell_Source	Smell_Word	Quality	Sentence	Year	Book
the tobacco plant	snuff|snuff		The kinds of snuff would doubtless also be identified on the ground of them common origin , the tobacco plant , like wines by the grape .	1864	jw2010580
the burning material|of the condensing vapours|tobacco smoke|coal smoke|wood smoke|the smoke from green vegetable matter|rags|animal matter|gunpowder	smell|smell|smell		The character of smoke varies with its source , and in most cases the nose is able to detect the character of the burning material from the smell of the condensing vapours in the smoke , so that tobacco smoke , coal smoke , wood smoke , the smoke from green vegetable matter , rags , animal matter or gunpowder have such distinc - tive characteristics that the sense of smell at once differentiates between them .	1921	jw2010784
NO TOBACCO Besorbon	snuff	medicinal	NO TOBACCO Besorbon is a purely medicinal snuff .	1959	jw2010791
of Tobacco|pinidmc|ridine|C	odour	irritating	"""5H7 ) 2N2 , is a colouriess , oily - looking , volatUe fluid , with an irritating odour of Tobacco , and an acrid Scture of galls 1 """" ^ ^ Â ° ' ! ' ^ ^ * * ^ ^ ^ ^ ^ ^ perchloride of platinum and _ Tobacco smoke contains the very smallest trace onh - of nicotine , or none but a number of volatile bodies , chiefly pinidmc compounds , such as pi / ridine , C , H - N ; picoliiie C H , N â  ¢ ' f ' ^ """" - ' CbHuN , whlch - h ^ vrsolwS ^ & e Â ° """" nicotme , but less severe ."""	1886	jw2010806
tobacco	scent		Used principally to scent tobacco .	1885	jw2010834
compounds|they|of urine|sewage|bad meat|ammonia|stale tobacco|them	odour	remarkably bad	The nature of these compounds has yet to be determined , for all that can be said of them is , that they have a remarkably bad odour , compounded of urine , sewage , bad meat , ammonia , and stale tobacco ; attempts have been made to isolate them , but without success .	1873	jw2013000
Tobacco	Smoking		Effects of Smoking Tobacco .	1859	jw2013065
from tobacco|bitter almonds|medicines|of these things|cherry stones|peach kernels|acorns|nuts	smell		Camphor , finally , is applicable to diminish the effects which medicine may have produced ; when children fall sick after taking the usual preposterous worm medicines ; in accidents from tobacco , bitter almonds , and medicines that have the smell of these things , or cherry stones , peach kernels , acorns , or nuts .	1859	jw2013065
Tobacco	Perfumes		â   Yon will find several recipes for Tobacco Perfumes in C , < f D .	1895	jw2013126
it|of tobacco	odour	very powerful	When heated , it emits a very powerful odour of tobacco .	1887	jw2013161
of stale tobacco|of smoke	smell|odour		Even were it not opposed to our notions of cleanliness , the dnmpness of our climate , which retains the smell of stale tobacco more readily than a dry one , necessitates the appropriation of a special room to the purpose , unless we inflict considerable discomfort on one large class of visitors by sending them to smoke outside , or on others by the odour of smoke inside .	1880	jw2013189
of stale tobacco	smell		The billiard - room often serves the purpose , in which case it should have a window recess with a writing - table ; sometimes the librar } r is used , not without inconvenience ; for the library may be wanted for those who dislike smoking , and books are apt to retain the smell of stale tobacco .	1880	jw2013189
with tobacco|drong|herb|rue|tanfy	fmelling|fmelling	fmelling|fmelling	They fhould duff their nofes with tobacco , or fome other drong fmelling herb , as rue , tanfy , or the like .	1794	jw2013311
tobacco	snuff		Extrinsic causes include especially various vege - table substances in the form of powder , of which tobacco - snuff is the type , and the pollen of certain plants the most frequent example ( see Hay Fever ) .	1902	jw2013464
tobacco|of nicotine	odour|odour	more pronounced	â   After death from tobacco - poisoning the organs and tissues have a tobacco - like odour , and the odour of nicotine becomes more pronounced on treating them with liquor potassK .	1902	jw2013464
of|tobacco smoke	splendour|fragrant|fragrant	fragrant|fragrant	cries of waiters hurrying to and fro , the gingling of dominoes , and tinkling bell of the mistress who presides at the bar , alone prevail over the harsh din of many voices , while the splendour of mirrored walls and velvet seats is eclipsed behind a cloud of un - fragrant tobacco smoke â   such is the picture of a French cafe ! A large cup of coffee ( cafe au lait ) , with bread and butter , and an egg for breakfast , costs about 20 or 2d sous .	1843	jw2013511
with tobacco|ftrong|herb|rue|tanfy	fmelling|fmelling	fmelling|fmelling	They ffiould Huff their nofes with tobacco , or fome other ftrong fmelling herb , as rue , tanfy , or the like .	1807	jw2013643
Terra|Tobacco|compound	infufion|afafoetida		A pint daily Tartar , cream of , regenerated , foluble , emetic , alterative ! â   , as emetic Terra japonica Tobacco , an infufion of , i drachm adminiftered by table - fpoonfuls Tin , powder - of T urmeric Turpentine , fpirit of , Venice Tincture of aloes } compound of afafoetida IN PRACTICE , om 1 grain to 3 grains - 5 grains - 15 grains - \ drachm - 2 ounce - 1 drachm - 2 drachms ' - 1 drachm - \ ounce - 1 drachm - 2 drachms - 5 grains - 1 fcruple - 2 drachms _ 1 ounce - 20 grains - 1 drachm - 2 drachms - 1 ounce - i grain - i grain - 1 grain - 3 grains - 20 grains - 40 grains powerfully diuretic .	1807	jw2013643
the fumes of tobacco|rheumatism|gout|scurvy	odours	strong|of every kind	An acriÂ ¬ monious state of the fluids ; the stone ; catarrhs ; contusions on the head : a diseased state of the teeth ; piles ; hysterics ; strong odours of every kind ; the fumes of tobacco ; rheumatism ; gout ; scurvy ; worms , both in the intestines and in the head ; too much hair ; grief ; and intoxication , are among the numerÂ ¬ ous causes of this affection , which is sometimes so violent as almost to deprive the unhappy sufferer of his senses .	1828	jw2013665
rice|cacao|sugar - cane|bananas|yams|tobacco|indigo|cotton|caoutchouc|vegetable|of the delicate vanilla orchid	perfume		The hot region , extend - ing to an elevation of about 3200 feet , produces in abundance rice , cacao , sugar - cane , bananas , yams , tobacco , indigo , cotton , caoutchouc , vegetable ivory , and many medicinal plants ; and the forests , with their tagua and other stately palms , their rare balsamic resins and valuable dyewoods , are ablaze with flowers and creepers , and steeped in the perfume of the delicate vanilla orchid .	1901	jw2013781
of|of tobacco|nicotine	odour		If no precipitate is formed the contents of the retort are treated by Stasâ   s method , and the resultant of his process , if a strong alkaline liquid , with the odour of tobacco , is nicotine : if solid a part of it is introduced into an incision in the thigh of a frog .	1875	jw2013839
of coniine|of stale tobacco ,|dead mice|most|all , specimens of nicotine	odour|that	agreeable	The odour of coniine is that of stale tobacco , or dead mice , while that of most , if not of all , specimens of nicotine is agreeable .	1875	jw2013839
of stale tobacco	reeking		Does it lie in our province to prevent some of this morbidity ? All too often we find the new bom infant being nursed in an atmosphere reeking of stale tobacco with barely a window open .	1956	jw2013907
conduits|his tobacco - box	olfactory|olfactory	olfactory|olfactory	For mark me , gentle or ungentle Reader ! there is noÂ ¬ thing like method in pockets , as well as in 22 composition : and what orderly and methodical man would have his pocket - handkerchief , and his pocket - book , and the key of his door ( if he be a batchelor living in chambers ) and his knife , and his loose pence and half - pence , and the letters which peradventure he might just have received , or peradventure he may intend to drop in the post - office , two - penny or general , as he passes by , and his snuff , if he be accustomed so to regale his olfactory conduits , or his tobacco - box , if he prefer the masticable to the pulverized weed ; or his box of lozenges if he should be troubled with a tickling cough ; and the sugar - plumbs and the gingerbread nuts which he may be carrying home to his own children , or to any other small men and women upon whose hearts he may have a design ; â   who I say would like to have all this in chaos and confusion , one lyÂ ¬ ing upon the other , and the thing which is wanted first fated alway to be undermost ! â   ( Mr .	1834	jw2013965
Tobacco	smell	strong|rather unpleasant	J Tobacco , when properly cured , has a yellowish - green colour , a strong and rather unpleasant smell , and a very acrid taste .	1817	jw2012044
onions|tobacco	odour		Hence , it follows : When a man takes any sort of spirits , eats onions , or smokes tobacco , his clothing is soon tainted with the odour which has impregnated his perspiration .	1901	jw2012257
errhines|euphorbium|tobacco|the inorganic errhines	aromatic|aromatic	aromatic|aromatic	This group includes the aromatic errhines of the natural order Labiatse ; the acrid errhines , such as euphorbium , veratrum , and asarum ( the most powerful errhines of the order ) ; the sedative errhine , tobacco ; and , lastly , the inorganic errhines .	1849	jw2012356
tobacco	snuff		Extrinsic causes include especially various vege - table substances in the form of powder , of which tobacco - snuff is the type , and the pollen of certain plants the most frequent example ( see Hay Fever ) .	1902	jw2012442
tobacco|of nicotine	odour|odour	more pronounced	â   After death from tobacco - poisoning the organs and tissues have a tobacco - like odour , and the odour of nicotine becomes more pronounced on treating them with liquor potassa ; .	1902	jw2012442
